CDF87166.1	CM003560.1	78.723	376	381	3	378	1356787	1355660	0.0	632
CDF87166.1	CM003560.1	26.873	387	381	9	378	1512519	1513568	1.37e-16	80.5
CDF87166.1	CM003558.1	28.852	305	381	1	302	513771	514598	2.68e-24	103
CDF87166.1	CM003567.1	27.187	320	381	3	319	846167	845298	2.58e-21	95.1
CDF87166.1	CM003567.1	28.996	269	381	2	267	405712	406434	6.68e-21	93.6
CDF87166.1	CM003569.1	28.155	309	381	3	305	925411	926241	1.62e-20	92.4
CDF87166.1	CM003566.1	26.425	386	381	8	378	254899	253853	6.50e-18	84.7
CDF87167.1	CM003563.1	58.755	691	683	2	683	348366	346300	0.0	824
CDF87167.1	CM003561.1	29.558	362	683	283	637	54831	53860	3.27e-29	123
CDF87168.1	CM003564.1	60.596	302	296	1	296	411738	412640	2.43e-127	398
CDF87169.1	CM003567.1	42.996	514	556	69	553	161417	159900	4.66e-116	377
CDF87169.1	CM003568.1	33.981	103	556	79	180	363071	363373	2.05e-12	68.9
CDF87170.1	CM003569.1	41.039	558	567	9	557	102514	104181	3.10e-135	433
CDF87170.1	CM003569.1	30.926	540	567	44	565	799546	797999	3.34e-65	230
CDF87170.1	CM003570.1	35.539	529	567	35	556	41644	43200	2.24e-96	321
CDF87170.1	CM003570.1	28.909	550	567	14	556	23457	25043	2.33e-52	192
CDF87170.1	CM003568.1	34.160	524	567	47	563	641495	639978	5.19e-90	302
CDF87170.1	CM003568.1	32.923	568	567	9	566	642762	644402	3.74e-79	271
CDF87170.1	CM003555.1	31.239	573	567	6	566	33611	31974	1.92e-83	283
CDF87170.1	CM003558.1	30.571	543	567	29	553	481286	479685	7.43e-76	261
CDF87170.1	CM003558.1	29.603	554	567	19	554	355484	353868	2.37e-72	251
CDF87170.1	CM003558.1	28.596	584	567	2	562	358305	356650	2.49e-62	221
CDF87171.1	CM003560.1	33.524	349	583	240	583	942314	941280	1.11e-55	202
CDF87171.1	CM003560.1	33.524	349	583	240	583	925391	924357	1.11e-55	202
CDF87172.1	CM003566.1	25.285	439	476	40	464	988929	990077	1.21e-28	119
CDF87172.1	CM003569.1	25.901	444	476	29	463	1021236	1020088	6.74e-28	116
CDF87172.1	CM003568.1	20.763	472	476	24	472	52363	51023	6.91e-19	89.0
CDF87174.1	CM003565.1	75.478	314	314	1	314	642927	641986	3.18e-164	505
CDF87175.1	CM003563.1	64.993	737	743	1	734	458679	460850	0.0	993
CDF87178.1	CM003562.1	48.990	198	203	1	196	637221	636628	4.66e-61	204
CDF87179.1	CM003562.1	91.852	405	405	1	405	637496	638710	0.0	782
CDF87179.1	CM003562.1	38.462	247	405	146	386	55347	54616	8.56e-52	185
CDF87179.1	CM003562.1	33.913	230	405	146	372	512483	511812	5.55e-34	133
CDF87179.1	LIOO01000001.1	47.892	332	405	72	403	12477	11482	2.59e-103	334
CDF87179.1	CM003560.1	47.892	332	405	72	403	1073240	1072245	2.70e-103	334
CDF87179.1	CM003560.1	42.670	382	405	7	385	271189	270062	1.49e-87	289
CDF87179.1	CM003560.1	38.745	271	405	104	373	1278332	1279117	5.82e-61	212
CDF87179.1	CM003560.1	35.241	332	405	64	384	1279034	1280011	2.10e-53	190
CDF87179.1	CM003560.1	33.333	150	405	168	314	307168	307584	1.37e-13	71.6
CDF87179.1	CM003565.1	51.133	309	405	83	391	493255	492329	5.32e-100	325
CDF87179.1	CM003565.1	38.667	225	405	150	365	596402	597067	2.21e-41	155
CDF87179.1	CM003569.1	45.938	357	405	33	389	271313	272362	3.85e-98	319
CDF87179.1	CM003569.1	49.310	290	405	107	396	539769	538900	9.99e-91	298
CDF87180.1	CM003562.1	49.716	1056	1095	43	1088	259423	256667	0.0	871
CDF87180.1	CM003562.1	62.718	574	1095	525	1095	640237	641919	0.0	713
CDF87180.1	CM003562.1	32.069	290	1095	55	335	639292	640044	3.37e-19	92.8
CDF87181.1	CM003562.1	60.262	229	236	1	228	643006	642320	7.83e-82	265
CDF87182.1	CM003562.1	85.976	328	329	8	328	255990	255016	0.0	583
CDF87182.1	CM003567.1	31.016	187	329	9	188	21313	21861	4.23e-13	68.9
CDF87183.1	CM003565.1	67.781	658	822	80	717	60955	62898	0.0	923
CDF87183.1	CM003569.1	60.558	573	822	52	608	606298	608007	0.0	712
CDF87183.1	CM003567.1	28.535	389	822	104	467	872938	871808	4.51e-32	134
CDF87184.1	CM003569.1	33.970	733	693	8	689	610904	608760	1.72e-106	355
CDF87185.1	CM003569.1	32.734	278	284	12	232	611163	611996	1.64e-34	130
CDF87186.1	CM003569.1	39.645	169	173	13	172	612674	612183	6.30e-25	99.0
CDF87187.1	CM003568.1	27.881	269	282	23	278	520707	519964	1.33e-17	81.6
CDF87187.1	CM003565.1	27.715	267	282	14	265	211269	211970	2.38e-17	80.9
CDF87187.1	CM003553.1	29.018	224	282	30	248	188818	188204	6.72e-12	64.3
CDF87187.1	CM003554.1	29.767	215	282	29	228	19251	19835	6.01e-11	61.6
CDF87188.1	CM003565.1	54.397	307	333	16	322	63653	64543	1.55e-108	346
CDF87189.1	CM003569.1	49.189	185	246	2	185	613650	613117	6.86e-47	165
CDF87190.1	CM003565.1	52.887	1091	1087	10	1087	69076	65909	0.0	1103
CDF87190.1	CM003565.1	37.519	661	1087	360	992	379155	377218	8.93e-122	412
CDF87190.1	CM003555.1	48.810	672	1087	328	999	180418	182376	0.0	681
CDF87190.1	CM003562.1	46.386	664	1087	356	1004	761779	763734	0.0	593
CDF87190.1	CM003568.1	44.091	660	1087	361	993	140411	142339	9.71e-163	533
CDF87190.1	CM003566.1	31.597	595	1087	364	902	941828	943564	1.33e-76	276
CDF87191.1	CM003565.1	50.588	170	205	36	205	69381	69878	2.17e-46	162
CDF87193.1	CM003565.1	50.247	607	592	8	592	70097	71908	0.0	592
CDF87193.1	CM003570.1	36.228	334	592	153	476	694065	695039	2.63e-60	216
CDF87193.1	CM003558.1	36.228	334	592	153	476	457641	458615	3.03e-60	216
CDF87193.1	CM003560.1	32.589	448	592	157	592	689028	687754	7.33e-59	212
CDF87193.1	CM003569.1	25.614	570	592	93	590	614533	616158	5.95e-36	143
CDF87193.1	CM003569.1	27.829	327	592	153	478	400987	400106	1.57e-28	120
CDF87194.1	CM003569.1	44.886	352	333	1	333	617333	616299	3.49e-90	293
CDF87195.1	CM003569.1	79.195	298	305	12	305	617978	618871	9.64e-164	503
CDF87196.1	CM003569.1	36.809	633	589	22	580	620730	619012	3.52e-85	289
CDF87197.1	CM003565.1	46.457	127	116	6	113	72163	72543	1.34e-30	112
CDF87198.1	CM003565.1	43.787	1167	1141	8	1139	76130	72681	0.0	918
CDF87199.1	CM003565.1	74.000	350	351	1	350	76436	77467	3.62e-169	521
CDF87200.1	CM003565.1	75.157	318	325	6	322	78581	77628	5.20e-166	511
CDF87200.1	CM003558.1	26.908	249	325	83	312	391367	391984	6.25e-13	68.6
CDF87200.1	CM003562.1	24.242	297	325	52	320	177528	176749	6.88e-11	62.0
CDF87201.1	CM003569.1	61.725	661	610	1	609	628091	629998	0.0	795
CDF87202.1	CM003565.1	55.704	675	811	137	801	80073	82097	0.0	779
CDF87202.1	CM003565.1	61.589	151	811	1	150	79672	80124	5.85e-56	208
CDF87203.1	CM003569.1	48.420	696	653	1	653	632143	630119	0.0	593
CDF87203.1	CM003565.1	27.083	432	653	291	648	83580	82294	1.27e-32	134
CDF87204.1	CM003569.1	70.775	568	563	1	563	632476	634179	0.0	848
CDF87204.1	CM003569.1	30.634	284	563	53	317	756314	755520	6.88e-27	115
CDF87205.1	CM003569.1	40.000	325	610	6	293	636457	635531	5.24e-46	174
CDF87205.1	CM003569.1	40.959	271	610	393	610	635395	634589	7.64e-44	167
CDF87206.1	CM003565.1	67.297	370	369	1	367	86726	85617	4.02e-170	525
CDF87206.1	CM003567.1	58.242	364	369	6	366	744752	745828	4.76e-143	447
CDF87206.1	CM003562.1	53.803	355	369	19	367	273827	274882	5.03e-123	389
CDF87207.1	CM003569.1	82.971	276	290	10	285	638388	637561	2.41e-164	504
CDF87208.1	CM003570.1	96.354	192	212	1	192	863007	863582	9.94e-124	384
CDF87208.1	CM003553.1	48.731	197	212	9	184	175242	174652	3.02e-60	202
CDF87208.1	CM003568.1	56.111	180	212	8	187	323773	323243	1.31e-58	197
CDF87208.1	CM003568.1	39.462	223	212	12	193	479714	480382	2.38e-45	159
CDF87208.1	CM003568.1	30.233	172	212	12	178	330443	329961	1.41e-17	79.3
CDF87208.1	CM003568.1	29.814	161	212	23	181	339845	340285	4.27e-13	66.2
CDF87208.1	CM003566.1	47.761	201	212	12	212	586641	586081	6.75e-57	192
CDF87208.1	CM003566.1	29.730	185	212	1	182	644822	644307	3.67e-19	84.0
CDF87208.1	CM003566.1	28.161	174	212	12	181	703593	703129	2.93e-15	72.4
CDF87208.1	CM003565.1	47.126	174	212	12	184	120590	120093	5.68e-49	169
CDF87208.1	CM003565.1	29.787	188	212	9	177	202600	203157	1.06e-17	79.7
